The Wire; 2001-2008; Crime, Drama, Thriller; 9,3;15;1-(The Target%1h2min)(The Detail%58min)(The Buys%55min)(Old Cases%1h)(The Pager%1h)(The Wire%59min)(One Arrest%59min)(Lessons%56min)(Game Day%57min)(The Cost%56min)(The Hunt%56min)(Cleaning Up%56min)(Sentencing%1h6min)_2-(Ebb Tide%59min)(Collateral Damage%59min)(Hot Shots%58min)(Hard Cases%59min)(Undertow%57min)(All Prologue%58min)(Backwash%58min)(Duck and Cover%58min)(Stray Rounds%58min)(Storm Warnings%59min)(Bad Dreams%58min)(Port in a Storm%1h3min)_3-(Time After Time%59min)(All Due Respect%59min)(Dead Soldiers%59min)(Hamsterdam%59min)(Straight and True%58min)(Homecoming%57min)(Back Burners%56min)(Moral Midgetry%58min)(Slapstick%58min)(Reformation%59min)(Middle Ground%59min)(Mission Accomplished%1h3min)_4-(Boys of Summer%58min)(Soft Eyes%58min)(Home Rooms%59min)(Refugees%59min)(Alliances%59min)(Margin of Error%58min)(Unto Others%58min)(Corner Boys%59min)(Know Your Place%59min)(Misgivings%58min)(A New Day%59min)(That's Got His Own%59min)(Final Grades%1h19min)_5-(More with Less%58min)(Unconfirmed Reports%58min)(Not for Attribution%58min)(Transitions%58min)(React Quotes%57min)(The Dickensian Aspect%58min)(Took%58min)(Clarifications%58min)(Late Editions%1h)(-30-%1h33min);
Welt Am Draht; 1973 ; Crime, Mystery, Sci-fi; 7,9;None ;1-(Episode #1.1%3h32min)(Episode #1.2%3h32min);
House Of Cards; 2013-2018; Drama; 8,9;15;1-(Chapter 1%55min)(Chapter 2%47min)(Chapter 3%52min)(Chapter 4%49min)(Chapter 5%52min)(Chapter 6%51min)(Chapter 7%55min)(Chapter 8%48min)(Chapter 9%49min)(Chapter 10%53min)(Chapter 11%55min)(Chapter 12%54min)(Chapter 13%51min)_2-(Chapter 14%50min)(Chapter 15%49min)(Chapter 16%51min)(Chapter 17%48min)(Chapter 18%50min)(Chapter 19%52min)(Chapter 20%48min)(Chapter 21%48min)(Chapter 22%49min)(Chapter 23%52min)(Chapter 24%54min)(Chapter 25%48min)(Chapter 26%1h)_3-(Chapter 27%59min)(Chapter 28%55min)(Chapter 29%53min)(Chapter 30%47min)(Chapter 31%52min)(Chapter 32%54min)(Chapter 33%53min)(Chapter 34%44min)(Chapter 35%52min)(Chapter 36%57min)(Chapter 37%53min)(Chapter 38%49min)(Chapter 39%58min)_4-(Chapter 40%49min)(Chapter 41%42min)(Chapter 42%54min)(Chapter 43%43min)(Chapter 44%47min)(Chapter 45%47min)(Chapter 46%52min)(Chapter 47%47min)(Chapter 48%46min)(Chapter 49%57min)(Chapter 50%52min)(Chapter 51%46min)(Chapter 52%55min)_5-(Chapter 53%55min)(Chapter 54%52min)(Chapter 55%52min)(Chapter 56%45min)(Chapter 57%51min)(Chapter 58%55min)(Chapter 59%48min)(Chapter 60%45min)(Chapter 61%54min)(Chapter 62%56min)(Chapter 63%51min)(Chapter 64%54min)(Chapter 65%56min)_6-(Chapter 66%53min)(Chapter 67%53min)(Chapter 68%53min)(Chapter 69%53min)(Chapter 70%59min)(Chapter 71%57min)(Chapter 72%57min)(Chapter 73%55min);
Fargo; 2014- ; Crime, Drama, Thriller; 9,0;15;1-(The Crocodile's Dilemma%1h9min)(The Rooster Prince%52min)(A Muddy Road%50min)(Eating the Blame%50min)(The Six Ungraspables%50min)(Buridan's Ass%53min)(Who Shaves the Barber?%47min)(The Heap%54min)(A Fox, a Rabbit, and a Cabbage%51min)(Morton's Fork%1h4min);
Angel; 1999-2004; Action, Drama, Fantasy; 8,0;None ;1-(Identity%42min)(The Only Easy Day%1h)(Predator%1h)(Search and Destroy%1h)(Killshot%1h)(Keepin' It Real%1h)(Pushback%1h)(Ambush%1h)(Random on Purpose%1h)(Brimstone%1h)(Breach%1h)(Past Lives%1h)(Missing%1h)(LD50%1h)(The Bank Job%1h)(Chinatown%1h)(Full Throttle%1h)(Blood Brothers%1h)(Hand-to-Hand%1h)(Fame%1h)(Found%1h)(Hunted%1h)(Burned%1h)(Callen, G%1h)_2-(Human Traffic%1h)(Black Widow%1h)(Borderline%1h)(Special Delivery%1h)(Little Angels%1h)(Stand-off%1h)(Anonymous%43min)(Bounty%1h)(Absolution%1h)(Deliverance%1h)(Disorder%1h)(Overwatch%1h)(Archangel%1h)(Lockup%44min)(Tin Soldiers%44min)(Empty Quiver%44min)(Personal%42min)(Harm's Way%43min)(Enemy Within%42min)(The Job%43min)(Rocket Man%1h)(Plan B%1h)(Imposters%1h)(Familia%1h)_3-(Lange, H.%44min)(Cyber Threat%44min)(Backstopped%43min)(Deadline%44min)(Sacrifice%44min)(Lone Wolf%44min)(Honor%43min)(Greed%43min)(Betrayal%44min)(The Debt%44min)(Higher Power%43min)(The Watchers%44min)(Exit Strategy%43min)(Partners%44min)(Crimeleon%43min)(Blye, K.%43min)(Blye, K., Part 2%43min)(The Dragon and the Fairy%43min)(Vengeance%44min)(Patriot Acts%43min)(Touch of Death%42min)(Neighborhood Watch%44min)(Sans Voir (Part I)%43min)(Sans Voir (Part II)%45min)_4-(Endgame%44min)(Recruit%44min)(The Fifth Man%44min)(Dead Body Politic%43min)(Out of the Past%44min)(Rude Awakenings%43min)(Skin Deep%42min)(Collateral%43min)(The Gold Standard%40min)(Free Ride%44min)(Drive%43min)(Paper Soldiers%44min)(The Chosen One%44min)(Kill House%44min)(History%43min)(Lokhay%44min)(Wanted%43min)(Red: Part One%1h)(Red: Part Two%44min)(Purity%44min)(Resurrection%44min)(Raven & the Swans%43min)(Parley%42min)(Descent%44min)_5-(Ascension%44min)(Impact%44min)(Omni%41min)(Reznikov, N.%44min)(Unwritten Rule%41min)(Big Brother%39min)(The Livelong Day%43min)(Fallout%43min)(Recovery%42min)(The Frozen Lake%44min)(Iron Curtain Rising%43min)(Merry Evasion%44min)(Allegiance%43min)(War Cries%43min)(Tuhon%44min)(Fish Out of Water%43min)(Between the Lines%44min)(Zero Days%43min)(Spoils of War%44min)(Windfall%43min)(Three Hearts%43min)(One More Chance%41min)(Exposure%42min)(Deep Trouble%44min);
Jessica Jones; 2015- ; Action, Crime, Drama; 8,1;None ;1-(AKA Ladies Night%52min)(AKA Crush Syndrome%52min)(AKA It's Called Whiskey%54min)(AKA 99 Friends%49min)(AKA The Sandwich Saved Me%50min)(AKA You're a Winner!%54min)(AKA Top Shelf Perverts%55min)(AKA WWJD?%50min)(AKA Sin Bin%55min)(AKA 1,000 Cuts%46min)(AKA I've Got the Blues%50min)(AKA Take a Bloody Number%54min)(AKA Smile%52min)_2-(AKA Start at the Beginning%54min)(AKA Freak Accident%56min)(AKA Sole Survivor%55min)(AKA God Help the Hobo%50min)(AKA The Octopus%53min)(AKA Facetime%49min)(AKA I Want Your Cray Cray%54min)(AKA Ain't We Got Fun%50min)(AKA Shark in the Bathtub, Monster in the Bed%50min)(AKA Pork Chop%55min)(AKA Three Lives and Counting%49min)(AKA Pray for My Patsy%47min)(AKA Playland%53min);
Daredevil; 2015- ; Action, Crime, Drama; 8,7;None ;1-(Into the Ring%53min)(Cut Man%53min)(Rabbit in a Snowstorm%52min)(In the Blood%52min)(World on Fire%56min)(Condemned%48min)(Stick%50min)(Shadows in the Glass%53min)(Speak of the Devil%58min)(Nelson v. Murdock%57min)(The Path of the Righteous%59min)(The Ones We Leave Behind%1h)(Daredevil%56min)_2-(Bang%48min)(Dogs to a Gunfight%50min)(New York's Finest%48min)(Penny and Dime%1h)(Kinbaku%56min)(Regrets Only%56min)(Semper Fidelis%56min)(Guilty as Sin%54min)(Seven Minutes in Heaven%59min)(The Man in the Box%52min)(.380%55min)(The Dark at the End of the Tunnel%52min)(A Cold Day in Hell's Kitchen%58min)_3-(Resurrection%53min)(Please%50min)(No Good Deed%50min)(Blindsided%54min)(The Perfect Game%49min)(The Devil You Know%54min)(Aftermath%50min)(Upstairs/Downstairs%50min)(Revelations%54min)(Karen%46min)(Reunion%50min)(One Last Shot%55min)(A New Napkin%54min);
Seinfeld; 1989-1998; Comedy; 8,9;A;1-(Good News, Bad News%23min)(The Stakeout%23min)(The Robbery%23min)(Male Unbonding%23min)(The Stock Tip%23min)_2-(The Ex-Girlfriend%23min)(The Pony Remark%23min)(The Jacket%23min)(The Phone Message%23min)(The Apartment%23min)(The Statue%23min)(The Revenge%23min)(The Heart Attack%23min)(The Deal%23min)(The Baby Shower%23min)(The Chinese Restaurant%23min)(The Busboy%23min)_3-(The Note%22min)(The Truth%22min)(The Pen%22min)(The Dog%22min)(The Library%22min)(The Parking Garage%22min)(The Cafe%22min)(The Tape%22min)(The Nose Job%22min)(The Stranded%23min)(The Alternate Side%23min)(The Red Dot%22min)(The Subway%23min)(The Pez Dispenser%23min)(The Suicide%23min)(The Fix Up%23min)(The Boyfriend Part 1%23min)(The Boyfriend Part 2%23min)(The Limo%23min)(The Good Samaritan%23min)(The Letter%23min)(The Parking Space%23min)(The Keys%23min)_4-(The Trip: Part 1%23min)(The Trip: Part 2%23min)(The Pitch%23min)(The Ticket%23min)(The Wallet%23min)(The Watch%23min)(The Bubble Boy%23min)(The Cheever Letters%30min)(The Opera%30min)(The Virgin%23min)(The Contest%23min)(The Airport%23min)(The Pick%23min)(The Movie%23min)(The Visa%23min)(The Shoes%22min)(The Outing%22min)(The Old Man%22min)(The Implant%22min)(The Junior Mint%22min)(The Smelly Car%22min)(The Handicap Spot%22min)(The Pilot%45min)_5-(The Mango%23min)(The Puffy Shirt%23min)(The Glasses%23min)(The Sniffing Accountant%23min)(The Bris%22min)(The Lip Reader%23min)(The Non-Fat Yogurt%23min)(The Barber%23min)(The Masseuse%23min)(The Cigar Store Indian%23min)(The Conversion%23min)(The Stall%23min)(The Dinner Party%23min)(The Marine Biologist%23min)(The Pie%23min)(The Stand-In%23min)(The Wife%23min)(The Raincoats%43min)(The Fire%23min)(The Hamptons%23min)(The Opposite%23min)_6-(The Chaperone%23min)(The Big Salad%23min)(The Pledge Drive%23min)(The Chinese Woman%23min)(The Couch%23min)(The Gymnast%23min)(The Soup%23min)(The Mom and Pop Store%23min)(The Secretary%23min)(The Race%24min)(The Switch%23min)(The Label Maker%23min)(The Scofflaw%23min)(Highlights of a Hundred%45min)(The Beard%24min)(The Kiss Hello%23min)(The Doorman%23min)(The Jimmy%24min)(The Doodle%23min)(The Fusilli Jerry%23min)(The Diplomat's Club%23min)(The Face Painter%23min)(The Understudy%24min)_7-(The Engagement%24min)(The Postponement%23min)(The Maestro%23min)(The Wink%23min)(The Hot Tub%23min)(The Soup Nazi%23min)(The Secret Code%23min)(The Pool Guy%23min)(The Sponge%23min)(The Gum%23min)(The Rye%23min)(The Caddy%23min)(The Seven%23min)(The Cadillac%44min)(The Shower Head%23min)(The Doll%23min)(The Friars Club%23min)(The Wig Master%23min)(The Calzone%23min)(The Bottle Deposit%42min)(The Wait Out%23min)(The Invitations%23min)_8-(The Foundation%23min)(The Soul Mate%23min)(The Bizarro Jerry%24min)(The Little Kicks%23min)(The Package%23min)(The Fatigues%23min)(The Checks%23min)(The Chicken Roaster%23min)(The Abstinence%23min)(The Andrea Doria%23min)(The Little Jerry%23min)(The Money%23min)(The Comeback%24min)(The Van Buren Boys%23min)(The Susie%23min)(The Pothole%23min)(The English Patient%23min)(The Nap%23min)(The Yada Yada%26min)(The Millennium%23min)(The Muffin Tops%23min)(The Summer of George%23min)_9-(The Butter Shave%23min)(The Voice%23min)(The Serenity Now%23min)(The Blood%23min)(The Junk Mail%23min)(The Merv Griffin Show%23min)(The Slicer%24min)(The Betrayal%24min)(The Apology%23min)(The Strike%23min)(The Dealership%23min)(The Reverse Peephole%23min)(The Cartoon%23min)(The Strongbox%23min)(The Wizard%23min)(The Burning%23min)(The Bookstore%23min)(The Frogger%22min)(The Maid%23min)(The Puerto Rican Day%23min)(The Chronicle%44min)(The Finale%56min);
Slings And Arrows; 2003-2006; Comedy; 8,5;None ;1-(Oliver's Dream%45min)(Geoffrey Returns%45min)(Madness in Great Ones%45min)(Outrageous Fortune%45min)(Mirror up to Nature%45min)(Playing the Swan%47min)_2-(Season's End%47min)(Fallow Time%45min)(Rarer Monsters%47min)(Fair Is Foul and Foul Is Fair%47min)(Steeped in Blood%48min)(Birnam Wood%48min)_3-(Divided Kingdom%47min)(Vex Not His Ghost%48min)(That Way Madness Lies%49min)(Every Inch a King%47min)(All Blessed Secrets%47min)(The Promised End%48min);
I Claudius; 1976;  Biography, Drama, History; 8,9;None ;1-(A Touch of Murder%1h38min)(Family Affairs%50min)(Waiting in the Wings%52min)(What Shall We Do About Claudius?%52min)(Poison Is Queen%51min)(Some Justice%52min)(Queen of Heaven%52min)(Reign of Terror%52min)(Zeus, by Jove!%52min)(Hail Who?%54min)(Fool's Luck%52min)(A God in Colchester%52min)(Old King Log%53min);
Rome; 2005-2007; Action, Drama, History; 8,8;None ;1-(The Stolen Eagle%52min)(How Titus Pullo Brought Down the Republic%50min)(An Owl in a Thornbush%44min)(Stealing from Saturn%54min)(The Ram Has Touched the Wall%51min)(Egeria%55min)(Pharsalus%56min)(Caesarion%53min)(Utica%53min)(Triumph%52min)(The Spoils%48min)(Kalends of February%47min)_2-(Passover%57min)(Son of Hades%53min)(These Being the Words of Marcus Tullius Cicero%55min)(Testudo et Lepus (The Tortoise and the Hare)%51min)(Heroes of the Republic%59min)(Philippi%56min)(Death Mask%57min)(A Necessary Fiction%57min)(Deus Impeditio Esuritori Nullus (No God Can Stop a Hungry Man)%1h)(De Patre Vostro (About Your Father)%1h5min);
Ray Donovan; 2013- ; Crime, Drama; 8,3;15;1-(The Bag or the Bat%59min)(A Mouth Is a Mouth%53min)(Twerk%54min)(Black Cadillac%49min)(The Golem%52min)(Housewarming%51min)(New Birthday%53min)(Bridget%53min)(Road Trip%49min)(Fite Nite%54min)(Bucky Fuckin' Dent%52min)(Same Exactly%54min)_2-(Yo Soy Capitan%54min)(Uber Ray%54min)(Gem and Loan%55min)(S U C K%56min)(Irish Spring%51min)(Viagra%53min)(Walk This Way%56min)(Sunny%45min)(Snowflake%55min)(Volcheck%55min)(Rodef%47min)(The Captain%52min)_3-(The Kalamazoo%52min)(Ding%50min)(Come and Knock on Our Door%53min)(Breakfast of Champions%53min)(Handshake Deal%52min)(Swing Vote%55min)(All Must Be Loved%50min)(Tulip%51min)(The Octopus%54min)(One Night in Yerevan%57min)(Poker%45min)(Exsuscito%59min)_4-(Girl with Guitar%58min)(Marisol%53min)(Little Bill Primm's Big Green Horseshoe%55min)(Federal Boobie Inspector%57min)(Get Even Before Leavin'%49min)(Fish and Bird%58min)(Norman Saves the World%54min)(The Texan%56min)(Goodbye Beautiful%47min)(Lake Hollywood%51min)(Chinese Algebra%48min)(Rattus Rattus%1h3min)_5-(Abby%53min)(Las Vegas%53min)(Dogwalker%49min)(Sold%50min)(Shabbos Goy%52min)(Shelley Duvall%51min)(If I Should Fall from Grace with God%52min)(Horses%59min)(Mister Lucky%51min)(Bob the Builder%47min)(Michael%49min)(Time Takes a Cigarette%58min)_6-(Staten Island: Part 1%59min)(Staten Island: Part 2%53min)(He Be Tight. He Be Mean.%52min)(Pudge%57min)(Ellis Island%56min)(A Girl Named Maria%1h)(The 1-3-2%1h)(Who Once Was Dead%1h)(Dream On%1h)(Baby%1h)(Episode #6.11%1h)(Episode #6.12%1h);
Better Call Saul; 2015- ; Crime, Drama; 8,7;15;1-(Uno%54min)(Mijo%46min)(Nacho%48min)(Hero%47min)(Alpine Shepherd Boy%45min)(Five-O%42min)(Bingo%47min)(RICO%47min)(Pimento%47min)(Marco%50min)_2-(Switch%46min)(Cobbler%47min)(Amarillo%42min)(Gloves Off%43min)(Rebecca%45min)(Bali Ha'i%46min)(Inflatable%42min)(Fifi%48min)(Nailed%49min)(Klick%48min)_3-(Mabel%51min)(Witness%51min)(Sunk Costs%45min)(Sabrosito%47min)(Chicanery%49min)(Off Brand%47min)(Expenses%52min)(Slip%48min)(Fall%49min)(Lantern%56min)_4-(Smoke%49min)(Breathe%45min)(Something Beautiful%43min)(Talk%47min)(Quite a Ride%52min)(Piñata%46min)(Something Stupid%42min)(Coushatta%52min)(Wiedersehen%54min)(Winner%1h1min);
The Twilight Zone; 1959-1964; Fantasy, Horror, Mystery; 9,0;None ;1-(Where Is Everybody?%25min)(One for the Angels%25min)(Mr. Denton on Doomsday%25min)(The Sixteen-Millimeter Shrine%25min)(Walking Distance%25min)(Escape Clause%25min)(The Lonely%25min)(Time Enough at Last%25min)(Perchance to Dream%25min)(Judgment Night%25min)(And When the Sky Was Opened%25min)(What You Need%25min)(The Four of Us Are Dying%25min)(Third from the Sun%25min)(I Shot an Arrow into the Air%25min)(The Hitch-Hiker%25min)(The Fever%25min)(The Last Flight%25min)(The Purple Testament%25min)(Elegy%25min)(Mirror Image%25min)(The Monsters Are Due on Maple Street%25min)(A World of Difference%25min)(Long Live Walter Jameson%25min)(People Are Alike All Over%25min)(Execution%25min)(The Big Tall Wish%25min)(A Nice Place to Visit%25min)(Nightmare as a Child%25min)(A Stop at Willoughby%25min)(The Chaser%25min)(A Passage for Trumpet%25min)(Mr. Bevis%25min)(The After Hours%25min)(The Mighty Casey%25min)(A World of His Own%25min)_2-(King Nine Will Not Return%25min)(The Man in the Bottle%25min)(Nervous Man in a Four Dollar Room%25min)(A Thing About Machines%25min)(The Howling Man%25min)(Eye of the Beholder%25min)(Nick of Time%25min)(The Lateness of the Hour%25min)(The Trouble with Templeton%25min)(A Most Unusual Camera%25min)(The Night of the Meek%25min)(Dust%25min)(Back There%25min)(The Whole Truth%25min)(The Invaders%25min)(A Penny for Your Thoughts%25min)(Twenty Two%25min)(The Odyssey of Flight 33%25min)(Mr. Dingle, the Strong%25min)(Static%25min)(The Prime Mover%25min)(Long Distance Call%25min)(A Hundred Yards Over the Rim%25min)(The Rip Van Winkle Caper%25min)(The Silence%25min)(Shadow Play%25min)(The Mind and the Matter%25min)(Will the Real Martian Please Stand Up?%25min)(The Obsolete Man%25min)_3-(Two%25min)(The Arrival%25min)(The Shelter%25min)(The Passersby%25min)(A Game of Pool%25min)(The Mirror%25min)(The Grave%25min)(It's a Good Life%25min)(Deaths-Head Revisited%25min)(The Midnight Sun%25min)(Still Valley%25min)(The Jungle%25min)(Once Upon a Time%25min)(Five Characters in Search of an Exit%25min)(A Quality of Mercy%25min)(Nothing in the Dark%25min)(One More Pallbearer%25min)(Dead Man's Shoes%25min)(The Hunt%25min)(Showdown with Rance McGrew%25min)(Kick the Can%25min)(A Piano in the House%25min)(The Last Rites of Jeff Myrtlebank%25min)(To Serve Man%25min)(The Fugitive%25min)(Little Girl Lost%25min)(Person or Persons Unknown%25min)(The Little People%25min)(Four O'Clock%25min)(Hocus-Pocus and Frisby%25min)(The Trade-Ins%25min)(The Gift%25min)(The Dummy%25min)(Young Man's Fancy%25min)(I Sing the Body Electric%25min)(Cavender Is Coming%25min)(The Changing of the Guard%25min)_4-(In His Image%51min)(The Thirty-Fathom Grave%51min)(Valley of the Shadow%51min)(He's Alive%51min)(Mute%51min)(Death Ship%51min)(Jess-Belle%51min)(Miniature%51min)(Printer's Devil%51min)(No Time Like the Past%51min)(The Parallel%51min)(I Dream of Genie%51min)(The New Exhibit%51min)(Of Late I Think of Cliffordville%51min)(The Incredible World of Horace Ford%51min)(On Thursday We Leave for Home%51min)(Passage on the Lady Anne%51min)(The Bard%51min)_5-(In Praise of Pip%25min)(Steel%25min)(Nightmare at 20,000 Feet%25min)(A Kind of a Stopwatch%25min)(The Last Night of a Jockey%25min)(Living Doll%26min)(The Old Man in the Cave%25min)(Uncle Simon%25min)(Probe 7, Over and Out%25min)(The 7th Is Made Up of Phantoms%25min)(A Short Drink from a Certain Fountain%25min)(Ninety Years Without Slumbering%25min)(Ring-A-Ding Girl%25min)(You Drive%25min)(The Long Morrow%25min)(The Self-Improvement of Salvadore Ross%25min)(Number 12 Looks Just Like You%25min)(Black Leather Jackets%25min)(Night Call%25min)(From Agnes - with Love%25min)(Spur of the Moment%25min)(An Occurrence at Owl Creek Bridge%25min)(Queen of the Nile%25min)(What's in the Box%25min)(The Masks%25min)(I am the Night - Color Me Black%25min)(Sounds and Silences%25min)(Caesar and Me%25min)(The Jeopardy Room%25min)(Stopover in a Quiet Town%25min)(The Encounter%25min)(Mr. Garrity and the Graves%25min)(The Brain Center at Whipple's%25min)(Come Wander with Me%25min)(The Fear%25min)(The Bewitchin' Pool%25min);
Alfred Hitchcock Presents; 1955-1962; Crime, Drama, Mystery; 8,6;None ;1-(Revenge%26min)(Premonition%30min)(Triggers in Leash%30min)(Don't Come Back Alive%30min)(Into Thin Air%30min)(Salvage%30min)(Breakdown%26min)(Our Cook's a Treasure%30min)(The Long Shot%30min)(The Case of Mr. Pelham%30min)(Guilty Witness%30min)(Santa Claus and the Tenth Avenue Kid%30min)(The Cheney Vase%25min)(A Bullet for Baldwin%30min)(The Big Switch%30min)(You Got to Have Luck%30min)(The Older Sister%30min)(Shopping for Death%30min)(The Derelicts%30min)(And So Died Riabouchinska%30min)(Safe Conduct%30min)(Place of Shadows%30min)(Back for Christmas%30min)(The Perfect Murder%30min)(There Was an Old Woman%30min)(Whodunit%30min)(Help Wanted%30min)(Portrait of Jocelyn%30min)(The Orderly World of Mr. Appleby%30min)(Never Again%30min)(The Gentleman from America%30min)(The Baby Sitter%30min)(The Belfry%30min)(The Hidden Thing%30min)(The Legacy%30min)(Mink%30min)(Decoy%30min)(The Creeper%30min)(Momentum%30min)_2-(Wet Saturday%26min)(Fog Closing In%26min)(De Mortuis%25min)(Kill with Kindness%26min)(None Are So Blind%26min)(Toby%25min)(Alibi Me%30min)(Conversation Over a Corpse%30min)(Crack of Doom%30min)(Jonathan%30min)(The Better Bargain%30min)(The Rose Garden%30min)(Mr. Blanchard's Secret%26min)(John Brown's Body%30min)(Crackpot%30min)(Nightmare in 4-D%30min)(My Brother, Richard%30min)(The Manacled%30min)(A Bottle of Wine%30min)(Malice Domestic%30min)(Number Twenty-Two%30min)(The End of Indian Summer%30min)(One for the Road%30min)(The Cream of the Jest%30min)(I Killed the Count: Part 1%30min)(I Killed the Count: Part 2%30min)(I Killed the Count: Part 3%30min)(One More Mile to Go%26min)(Vicious Circle%30min)(The Three Dreams of Mr. Findlater%30min)(The Night the World Ended%30min)(The Hands of Mr. Ottermole%30min)(A Man Greatly Beloved%30min)(Martha Mason, Movie Star%30min)(The West Warlock Time Capsule%30min)(Father and Son%30min)(The Indestructible Mr. Weems%30min)(A Little Sleep%30min)(The Dangerous People%30min)_3-(The Glass Eye%30min)(Mail Order Prophet%30min)(The Perfect Crime%25min)(Heart of Gold%25min)(Silent Witness%30min)(Reward to Finder%30min)(Enough Rope for Two%30min)(Last Request%30min)(The Young One%30min)(The Diplomatic Corpse%30min)(The Deadly%30min)(Miss Paisley's Cat%30min)(Night of the Execution%30min)(The Percentage%30min)(Together%30min)(Sylvia%30min)(The Motive%30min)(Miss Bracegirdle Does Her Duty%30min)(The Equalizer%30min)(On the Nose%30min)(Guest for Breakfast%30min)(The Return of the Hero%30min)(The Right Kind of House%30min)(The Foghorn%30min)(Flight to the East%30min)(Bull in a China Shop%30min)(Disappearing Trick%30min)(Lamb to the Slaughter%30min)(Fatal Figures%30min)(Death Sentence%30min)(The Festive Season%30min)(Listen, Listen.....!%30min)(Post Mortem%30min)(The Crocodile Case%30min)(Dip in the Pool%26min)(The Safe Place%30min)(The Canary Sedan%30min)(The Impromptu Murder%30min)(Little White Frock%30min)_4-(Poison%26min)(Don't Interrupt%30min)(The Jokester%30min)(The Crooked Road%30min)(The $2,000,000 Defense%30min)(Design for Loving%30min)(Man with a Problem%30min)(Safety for the Witness%30min)(Murder Me Twice%25min)(Tea Time%30min)(And the Desert Shall Blossom%30min)(Mrs. Herman and Mrs. Fenimore%30min)(Six People, No Music%30min)(The Morning After%30min)(A Personal Matter%30min)(Out There - Darkness%30min)(Total Loss%30min)(The Last Dark Step%30min)(The Morning of the Bride%30min)(The Diamond Necklace%30min)(Relative Value%30min)(The Right Price%30min)(I'll Take Care of You%30min)(The Avon Emeralds%30min)(The Kind Waitress%30min)(Cheap Is Cheap%30min)(The Waxwork%30min)(The Impossible Dream%30min)(Banquo's Chair%30min)(A Night with the Boys%30min)(Your Witness%30min)(Human Interest Story%30min)(The Dusty Drawer%30min)(A True Account%30min)(Touché%30min)(Invitation to an Accident%30min)_5-(Arthur%30min)(The Crystal Trench%30min)(Appointment at Eleven%30min)(Coyote Moon%30min)(No Pain%30min)(Anniversary Gift%30min)(Dry Run%30min)(The Blessington Method%30min)(Dead Weight%30min)(Special Delivery%30min)(Road Hog%30min)(Specialty of the House%30min)(An Occurrence at Owl Creek Bridge%30min)(Graduating Class%30min)(Man from the South%26min)(The Ikon of Elijah%30min)(The Cure%30min)(Backward, Turn Backward%30min)(Not the Running Type%30min)(The Day of the Bullet%30min)(Hitch Hike%30min)(Across the Threshold%30min)(Craig's Will%30min)(Madame Mystery%30min)(The Little Man Who Was There%30min)(Mother, May I Go Out to Swim?%30min)(The Cuckoo Clock%30min)(Forty Detectives Later%30min)(The Hero%30min)(Insomnia%30min)(I Can Take Care of Myself%30min)(One Grave Too Many%30min)(Party Line%30min)(Cell 227%30min)(The Schartz-Metterklume Method%30min)(Letter of Credit%30min)(Escape to Sonoita%30min)(Hooked%30min)_6-(Mrs. Bixby and the Colonel's Coat%30min)(The Doubtful Doctor%30min)(A Very Moral Theft%30min)(The Contest for Aaron Gold%30min)(The Five-Forty-Eight%30min)(Pen Pal%30min)(Outlaw in Town%30min)(O Youth and Beauty!%30min)(The Money%30min)(Sybilla%30min)(The Man with Two Faces%30min)(The Baby-Blue Expression%30min)(The Man Who Found the Money%30min)(The Changing Heart%30min)(Summer Shade%30min)(A Crime for Mothers%30min)(The Last Escape%30min)(The Greatest Monster of Them All%30min)(The Landlady%30min)(The Throwback%30min)(The Kiss-Off%30min)(The Horse Player%30min)(Incident in a Small Jail%30min)(A Woman's Help%30min)(Museum Piece%30min)(Coming, Mama%30min)(Deathmate%30min)(Gratitude%30min)(The Pearl Necklace%30min)(You Can't Trust a Man%30min)(The Gloating Place%30min)(Self Defense%30min)(A Secret Life%30min)(Servant Problem%30min)(Coming Home%30min)(Final Arrangements%30min)(Make My Death Bed%30min)(Ambition%30min)_7-(The Hatbox%30min)(Bang! You're Dead%30min)(Maria%30min)(Cop for a Day%30min)(Keep Me Company%30min)(Beta Delta Gamma%30min)(You Can't Be a Little Girl All Your Life%30min)(The Old Pro%30min)(I Spy%30min)(Services Rendered%30min)(The Right Kind of Medicine%30min)(A Jury of Her Peers%30min)(The Silk Petticoat%30min)(Bad Actor%30min)(The Door Without a Key%30min)(The Case of M.J.H.%30min)(The Faith of Aaron Menefee%30min)(The Woman Who Wanted to Live%30min)(Strange Miracle%30min)(The Test%30min)(Burglar Proof%30min)(The Big Score%30min)(Profit-Sharing Plan%30min)(Apex%30min)(The Last Remains%30min)(Ten O'Clock Tiger%30min)(Act of Faith%30min)(The Kerry Blue%30min)(The Matched Pearl%30min)(What Frightened You, Fred?%30min)(Most Likely to Succeed%30min)(Victim Four%30min)(The Opportunity%30min)(The Twelve Hour Caper%30min)(The Children of Alda Nuova%30min)(First Class Honeymoon%30min)(The Big Kick%30min)(Where Beauty Lies%30min)(The Sorcerer's Apprentice%30min);
